BruteForce,100,57158,40
QuickHull,100,2000,2
BruteForce,100,53108,38
QuickHull,100,2600,3
BruteForce,100,56122,38
QuickHull,100,2400,2
BruteForce,100,66480,45
QuickHull,100,2600,2
BruteForce,100,48304,36
QuickHull,100,1600,1
BruteForce,100,51378,36
QuickHull,100,2200,2
BruteForce,100,48982,35
QuickHull,100,2600,2
BruteForce,100,38838,29
QuickHull,100,2000,2
BruteForce,100,57174,41
QuickHull,100,2200,2
BruteForce,100,60816,49
QuickHull,100,2200,2
BruteForce,200,180670,139
QuickHull,200,4400,4
BruteForce,200,334696,235
QuickHull,200,6000,6
BruteForce,200,142486,110
QuickHull,200,6000,6
BruteForce,200,162020,127
QuickHull,200,4800,5
BruteForce,200,297686,205
QuickHull,200,6400,6
BruteForce,200,179316,139
QuickHull,200,4400,4
BruteForce,200,287576,203
QuickHull,200,5200,5
BruteForce,200,218896,161
QuickHull,200,3200,3
BruteForce,200,218660,165
QuickHull,200,6000,6
BruteForce,200,251648,177
QuickHull,200,7200,7
BruteForce,300,341466,258
QuickHull,300,9000,8
BruteForce,300,432262,316
QuickHull,300,9000,9
BruteForce,300,519570,364
QuickHull,300,9000,9
BruteForce,300,472020,336
QuickHull,300,7200,7
BruteForce,300,538870,372
QuickHull,300,10200,10
BruteForce,300,405086,297
QuickHull,300,3006900,3461
BruteForce,300,513038,359
QuickHull,300,8400,8
BruteForce,300,298250,232
QuickHull,300,7200,8
BruteForce,300,528622,371
QuickHull,300,6600,6
BruteForce,300,561836,389
QuickHull,300,7200,7
BruteForce,400,844650,603
QuickHull,400,8800,8
BruteForce,400,787208,573
QuickHull,400,11200,10
BruteForce,400,1210984,843
QuickHull,400,12800,12
BruteForce,400,1127902,781
QuickHull,400,12000,12
BruteForce,400,917700,650
QuickHull,400,11200,11
BruteForce,400,635828,479
QuickHull,400,10400,11
BruteForce,400,800988,576
QuickHull,400,8800,9
BruteForce,400,943458,673
QuickHull,400,12000,11
BruteForce,400,823368,587
QuickHull,400,10400,10
BruteForce,400,856688,606
QuickHull,400,12800,12
BruteForce,500,1086770,804
QuickHull,500,16000,16
BruteForce,500,1146496,838
QuickHull,500,19000,18
BruteForce,500,1540056,1080
QuickHull,500,15000,14
BruteForce,500,1297260,931
QuickHull,500,18000,18
BruteForce,500,1430120,1015
QuickHull,500,16000,17
BruteForce,500,1505788,1071
QuickHull,500,13000,13
BruteForce,500,1595572,1106
QuickHull,500,19000,19
BruteForce,500,1439904,1019
QuickHull,500,17000,16
BruteForce,500,1359730,968
QuickHull,500,18000,18
BruteForce,500,1389272,996
QuickHull,500,16000,15
BruteForce,600,1801174,1311
QuickHull,600,20400,22
BruteForce,600,2301828,1607
QuickHull,600,19200,19
BruteForce,600,1380688,1040
QuickHull,600,16800,16
BruteForce,600,1335382,1012
QuickHull,600,19200,19
BruteForce,600,1573160,1166
QuickHull,600,19200,18
BruteForce,600,2145970,1512
QuickHull,600,6013800,7025
BruteForce,600,1857540,1339
QuickHull,600,20400,21
BruteForce,600,1617948,1200
QuickHull,600,19200,18
BruteForce,600,2183922,1547
QuickHull,600,19200,20
BruteForce,600,2136646,1517
QuickHull,600,15600,16
BruteForce,700,2982096,2097
QuickHull,700,25200,27
BruteForce,700,2616318,1872
QuickHull,700,26600,25
BruteForce,700,3063918,2135
QuickHull,700,30800,35
BruteForce,700,3624796,2471
QuickHull,700,15400,15
BruteForce,700,3236794,2238
QuickHull,700,23800,24
BruteForce,700,2889386,2028
QuickHull,700,26600,26
BruteForce,700,2887134,2043
QuickHull,700,23800,23
BruteForce,700,2451536,1778
QuickHull,700,28000,28
BruteForce,700,2776816,1993
QuickHull,700,26600,29
BruteForce,700,2814902,2037
QuickHull,700,19600,22
BruteForce,800,4947908,3430
QuickHull,800,28800,36
BruteForce,800,5793462,3946
QuickHull,800,22400,23
BruteForce,800,2953564,2195
QuickHull,800,22400,23
BruteForce,800,3324414,2388
QuickHull,800,27200,28
BruteForce,800,3296470,2371
QuickHull,800,28800,30
BruteForce,800,3579352,2584
QuickHull,800,25600,26
BruteForce,800,2940754,2202
QuickHull,800,14400,17
BruteForce,800,3774838,2694
QuickHull,800,22400,24
BruteForce,800,2956506,2197
QuickHull,800,30400,30
BruteForce,800,3384230,2471
QuickHull,800,22400,22
BruteForce,900,4255988,3093
QuickHull,900,21600,24
BruteForce,900,4552012,3287
QuickHull,900,27000,28
BruteForce,900,4602958,3320
QuickHull,900,28800,32
BruteForce,900,4486126,3225
QuickHull,900,36000,37
BruteForce,900,6746922,4601
QuickHull,900,28800,32
BruteForce,900,5708996,3994
QuickHull,900,34200,37
BruteForce,900,4358516,3194
QuickHull,900,21600,23
BruteForce,900,5543774,3879
QuickHull,900,23400,24
BruteForce,900,4984746,3595
QuickHull,900,23400,24
BruteForce,900,4278846,3108
QuickHull,900,28800,29
BruteForce,1000,5117026,3717
QuickHull,1000,40000,43
BruteForce,1000,5867570,4213
QuickHull,1000,34000,37
BruteForce,1000,6016168,4259
QuickHull,1000,38000,38
BruteForce,1000,4981690,3632
QuickHull,1000,34000,36
BruteForce,1000,5452456,3905
QuickHull,1000,32000,32
BruteForce,1000,6198012,4374
QuickHull,1000,22000,23
BruteForce,1000,4392642,3284
QuickHull,1000,40000,44
BruteForce,1000,4113160,3099
QuickHull,1000,30000,35
BruteForce,1000,5090470,3684
QuickHull,1000,42000,44
BruteForce,1000,6177266,4347
QuickHull,1000,18000,26
BruteForce,1100,7431094,5204
QuickHull,1100,41800,42
BruteForce,1100,7403150,5218
QuickHull,1100,30800,34
BruteForce,1100,5368490,3972
QuickHull,1100,33000,38
BruteForce,1100,9535314,6489
QuickHull,1100,37400,42
BruteForce,1100,8635722,5963
QuickHull,1100,33000,36
BruteForce,1100,5798196,4241
QuickHull,1100,39600,41
BruteForce,1100,7430424,5253
QuickHull,1100,30800,32
BruteForce,1100,5609266,4138
QuickHull,1100,33000,35
BruteForce,1100,5770938,4248
QuickHull,1100,41800,49
BruteForce,1100,6741650,4812
QuickHull,1100,24200,26
BruteForce,1200,9240246,6461
QuickHull,1200,45600,56
BruteForce,1200,9710478,6785
QuickHull,1200,50400,56
BruteForce,1200,7097126,5311
QuickHull,1200,36000,42
BruteForce,1200,7682946,5636
QuickHull,1200,26400,32
BruteForce,1200,8130004,5971
QuickHull,1200,43200,47
BruteForce,1200,7376844,5500
QuickHull,1200,36000,38
BruteForce,1200,6375756,4803
QuickHull,1200,36000,38
BruteForce,1200,10236218,7281
QuickHull,1200,36000,41
BruteForce,1200,6964374,5321
QuickHull,1200,36000,47
BruteForce,1200,16187218,10923
QuickHull,1200,43200,46
BruteForce,1300,8612648,6299
QuickHull,1300,41600,46
BruteForce,1300,7697038,5777
QuickHull,1300,33800,40
BruteForce,1300,7642474,5784
QuickHull,1300,41600,47
BruteForce,1300,8330418,6192
QuickHull,1300,41600,45
BruteForce,1300,10118028,7326
QuickHull,1300,41600,48
BruteForce,1300,12132104,8550
QuickHull,1300,28600,31
BruteForce,1300,8996474,6607
QuickHull,1300,39000,41
BruteForce,1300,11821362,8327
QuickHull,1300,13037700,15516
BruteForce,1300,9333594,6782
QuickHull,1300,41600,44
BruteForce,1300,9456732,6930
QuickHull,1300,39000,43
BruteForce,1400,13828058,9617
QuickHull,1400,42000,47
BruteForce,1400,10237548,7414
QuickHull,1400,64400,66
BruteForce,1400,13443104,9636
QuickHull,1400,42000,48
BruteForce,1400,10738708,7790
QuickHull,1400,30800,35
BruteForce,1400,12142572,8798
QuickHull,1400,14015400,17274
BruteForce,1400,11681354,8289
QuickHull,1400,42000,47
BruteForce,1400,12219016,8618
QuickHull,1400,53200,60
BruteForce,1400,12800836,8980
QuickHull,1400,42000,48
BruteForce,1400,14065562,10243
QuickHull,1400,42000,46
BruteForce,1400,9162844,6863
QuickHull,1400,42000,54
BruteForce,1500,11631316,8540
QuickHull,1500,54000,58
BruteForce,1500,11486476,8555
QuickHull,1500,60000,62
BruteForce,1500,11453456,8382
QuickHull,1500,51000,58
BruteForce,1500,14146896,10038
QuickHull,1500,45000,52
BruteForce,1500,12792140,9095
QuickHull,1500,42000,45
BruteForce,1500,11448024,8354
QuickHull,1500,45000,52
BruteForce,1500,13818552,9781
QuickHull,1500,45000,50
BruteForce,1500,14868352,10415
QuickHull,1500,51000,53
BruteForce,1500,11460566,8379
QuickHull,1500,42000,43
BruteForce,1500,10924662,8019
QuickHull,1500,39000,45
BruteForce,1600,13489774,9776
QuickHull,1600,60800,67
BruteForce,1600,15176342,10759
QuickHull,1600,54400,57
BruteForce,1600,15823896,11246
QuickHull,1600,16024000,17924
BruteForce,1600,16333140,11615
QuickHull,1600,60800,67
BruteForce,1600,12443514,9238
QuickHull,1600,57600,63
BruteForce,1600,17875952,12545
QuickHull,1600,44800,47
BruteForce,1600,15673756,11240
QuickHull,1600,57600,65
BruteForce,1600,15538100,11167
QuickHull,1600,51200,55
BruteForce,1600,14619402,10617
QuickHull,1600,44800,48
BruteForce,1600,13532268,9946
QuickHull,1600,51200,56
BruteForce,1700,11019726,8570
QuickHull,1700,54400,59
BruteForce,1700,14390206,10617
QuickHull,1700,54400,58
BruteForce,1700,18707200,13321
QuickHull,1700,54400,61
BruteForce,1700,18321242,13112
QuickHull,1700,64600,70
BruteForce,1700,17054456,12450
QuickHull,1700,17005100,20103
BruteForce,1700,11331726,8670
QuickHull,1700,47600,50
BruteForce,1700,15277892,11098
QuickHull,1700,57800,64
BruteForce,1700,16533184,11909
QuickHull,1700,61200,67
BruteForce,1700,20437530,14276
QuickHull,1700,54400,57
BruteForce,1700,16403656,11805
QuickHull,1700,17049300,19968
BruteForce,1800,13196958,10123
QuickHull,1800,64800,68
BruteForce,1800,15965018,11815
QuickHull,1800,18027000,21055
BruteForce,1800,13470892,10182
QuickHull,1800,50400,54
BruteForce,1800,17629290,12898
QuickHull,1800,54000,59
BruteForce,1800,22176316,15743
QuickHull,1800,75600,85
BruteForce,1800,18766068,13442
QuickHull,1800,61200,63
BruteForce,1800,23858268,16630
QuickHull,1800,64800,70
BruteForce,1800,15642110,11775
QuickHull,1800,68400,77
BruteForce,1800,18032464,13214
QuickHull,1800,18027000,21126
BruteForce,1800,21009190,14898
QuickHull,1800,68400,73
BruteForce,1900,14515512,11204
QuickHull,1900,68400,76
BruteForce,1900,13472790,10454
QuickHull,1900,72200,76
BruteForce,1900,27280754,18977
QuickHull,1900,72200,92
BruteForce,1900,16819796,12577
QuickHull,1900,76000,80
BruteForce,1900,14565378,11187
QuickHull,1900,76000,88
BruteForce,1900,20912518,15215
QuickHull,1900,72200,79
